Field,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cumulative Marketable Production (e3m3),Initial Est Mkt Gas Reserves Associated And Nonassociated (e3m3),Initial Established Marketable Gas Reserves Solution (e3m3),Initial Established Marketable Gas Reserves Total (e3m3),Initial Gas In Place Associated And Non Associated Gas (e3m3),Initial Gas In Place Solution Gas (e3m3),Initial Gas In Place Total Gas (e3m3),Initial Producible Gas Associated And Non Associated Gas (e3m3),Initial Producible Gas Cumulative Raw Production (e3m3),Initial Producible Gas Solution Gas (e3m3),Initial Producible Gas Total Gas (e3m3),Remaining Energy Content (TJ),Remaining Established Marketable Gas (e3m3)
BELLIS,DEVELOPMENT,Deviated,WABAMUN GRP,,,20061124,690,679.61,100/15-10-059-17W4/00,20061127,PRECISION DRILLING CORPORATION,,,,Abandoned,452.4,182.8,PRIMARY,,,,,,,,,140,AB5,Calgary/Edmonton,,,,20090630,,,20061126,631.2,,,,,,,,,,,,,,,,,0365027,2,,,,,,,8476,72,8928,8918,13196,140,13336,9309,8856,80,9389,17004,452
HUSSAR,DEVELOPMENT,Vertical,MEDICINE HAT SD,,,20061130,848,0,100/02-36-024-20W4/00,20061220,TECHNICOIL CORPORATION,,,,Drilled And Cased,465.79,449.1,PRIMARY,,,,814.16,MEDICINE HAT SD,,,YES,140,AB3,Calgary/Edmonton,,,,,,,20061219,910.6,,,,,,,,,,,,,,,,,0366809,3,,,,,,,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
HUSSAR,DEVELOPMENT,Vertical,MEDICINE HAT SD,HUSSAR COMMINGLED MFP9501,,20061130,848,0,100/02-36-024-20W4/02,20061220,TECHNICOIL CORPORATION,3,,20230501,Flowing Gas,465.79,449.1,PRIMARY,,650.5,647.5,814.16,MEDICINE HAT SD,23308.29,EDMONTON K,YES,140,AB3,Calgary/Edmonton,0,0,0,,0,0,20061219,910.6,115.9,,,18.08,,,19.98,3.12,,0,0,,256,4,9138,37,0366809,3,0,,3828.1,135188.08,,0,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
PROVOST,NEW POOL WILDCAT,Vertical,2490,,,20061203,832.7,0,100/06-36-037-02W4/02,20061205,TECHNICOIL CORPORATION,2,,20071101,Abandoned Zone Gas,449.4,236.5,PRIMARY,,721.5,719.5,,,2966.4321,,,140,AB4,Medicine Hat,0,0,0,20190115,0,0,20061205,681.8,117.71,,,49.09,,,20.29,8.46,,0,0,,,,,,0367013,4,0,,487.2,17205.305,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,NEW POOL WILDCAT,Vertical,2490,PROVOST VIKING G8G,,20061203,832.7,0,100/06-36-037-02W4/03,20061205,TECHNICOIL CORPORATION,2,,20160201,Abandoned Gas,449.4,236.5,PRIMARY,,663.5,662,,,17287.139,VIKING G8G,,140,AB4,Medicine Hat,0,0,0,20190115,0,0,20061205,681.8,60.19,,,10.25,,,10.38,1.77,,0,0,,,,,,0367013,4,0,,2839.2,100265.4,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,NEW POOL WILDCAT,Vertical,2490,,,20061203,832.7,0,100/06-36-037-02W4/00,20061205,TECHNICOIL CORPORATION,,,,Abandoned Zone,449.4,236.5,PRIMARY,,,,,,,,,140,AB4,Medicine Hat,,,,20190115,,,20061205,681.8,,,,,,,,,,,,,,,,,0367013,4,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
BOW ISLAND,OUTPOST,Vertical,BASE FISH SCALES MARKER,,,20061205,651,0,100/03-12-010-14W4/00,20061206,TECHNICOIL CORPORATION,,,,Abandoned Zone,478.79,326.4,PRIMARY,,,,624.13,BASE FISH SCALES MARKER,,,YES,140,AB3,Medicine Hat,,,,20190312,,,20061205,800.9,,,,,,,,,,,,,,,,,0367017,3,,,,,,,2569,269,2874,2725,10678,508,11186,2741,2605,311,3052,10767,305
BOW ISLAND,OUTPOST,Vertical,BASE FISH SCALES MARKER,BOW ISLAND COMMINGLED POOL 002,,20061205,651,0,100/03-12-010-14W4/02,20061206,TECHNICOIL CORPORATION,3,,20180801,Abandoned Gas,478.79,326.4,PRIMARY,,622.5,620,624.13,BASE FISH SCALES MARKER,6274.4624,SECOND WHITE SPECKS I,YES,140,AB3,Medicine Hat,0,49.060524,0.62898105,20190312,0.1,7.8,20061205,800.9,18.19,0.01,0.02,2.69,0.02,0.02,3.15,0.48,,0,0,,,,,,0367017,3,0,,1030.4,36388.234,,0,2569,269,2874,2725,10678,508,11186,2741,2605,311,3052,10767,305
CHERRY,NEW POOL WILDCAT,Deviated,MISSISSIPPIAN SYSTEM,,,20061206,1142,974.81,100/01-16-009-13W4/00,20061211,TECHNICOIL CORPORATION,,,,Abandoned Zone,496.97,333.5,PRIMARY,,,,1111.97,SAWTOOTH FM,,,YES,280,AB3,Medicine Hat,,,,20190315,,,20061210,826.3,,,,,,,,,,,,,,,,,0367428,2,,,,,,,82,1,96,86,190,2,192,100,95,1,101,501,14
CHERRY,NEW POOL WILDCAT,Deviated,MISSISSIPPIAN SYSTEM,CHERRY MFP8541 2WS,,20061206,1142,974.81,100/01-16-009-13W4/02,20061211,TECHNICOIL CORPORATION,3,,20180801,Abandoned Gas,496.97,333.5,PRIMARY,,598,595,1111.97,SAWTOOTH FM,7009.9614,MFP8541 2WS,YES,280,AB3,Medicine Hat,0,55.979317,0,20190315,0,8.9,20061210,826.3,29.09,,0.05,12.67,,0.03,5.02,2.18,,0,0,,,,,,0367428,2,0,,1151.3,40657.777,,0,82,1,96,86,190,2,192,100,95,1,101,501,14
PEMBINA,DEVELOPMENT,Deviated,BLACKSTONE FM,PEMBINA CARDIUM,,20070107,1554,1523.81,100/07-01-049-08W5/00,20070112,CHAMPION DRILLING INC.,2,,20070401,Suspended Crude Oil,456.27,417.9,WATER FLOOD,Waterflood,1503.5,1502,,,124.210205,CARDIUM,YES,280,AB5,Drayton Valley/Grande Prairie,0,39681.156,0,20190510,0,6308.8,20070111,869.8,10.39,,438.1,7.42,,431.52,1.79,1.28,,0,0,,,5,,52,0369141,1,0,,20.4,720.4192,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
INLAND,DEVELOPMENT,Vertical,BELLY RIVER GRP,,,20061220,181,0,102/15-02-052-16W4/00,20061221,TRI-CITY DRILLING INC.,1,,20081201,Suspended Gas,335.04,338.4,PRIMARY,,181,180,,,3334.8005,,,140,AB5,Calgary/Edmonton,0,335.24692,0,,0,53.3,20061221,673.4,176.25,,1.67,18.23,,3.58,30.39,3.14,,0,0,,,,,,0369511,,0,,547.7,19341.844,,0,2437,,2539,2562,3828,,3828,2667,2539,,2667,3805,102
PROVOST,DEEPER-POOLTEST,Vertical,WOODBEND GRP,PROVOST UPPER MANNVILLE R11R,,20070109,848,0,100/03-16-038-02W4/00,20070112,MACON OIL & GAS CORP.,1,,20130201,Abandoned Zone Crude Oil,449.9,252.2,PRIMARY,,718,717.5,717.5,MANNVILLE GRP,10478.926,UPPER MANNVILLE R11R,,360,AB4,Medicine Hat,0,43266.35,6139.4844,20190114,976.1,6878.8,20070112,698.7,6.74,6.85,19.37,4.9,2.52,30.37,8.01,3.36,,0,0,,16,2,5020,26,0370635,3,0,,712.7,25168.764,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEEPER-POOLTEST,Vertical,WOODBEND GRP,,,20070109,848,0,100/03-16-038-02W4/02,20070112,MACON OIL & GAS CORP.,8,,20160201,Abandoned Gas,449.9,252.2,PRIMARY,,677,669,717.5,MANNVILLE GRP,3192.3242,,,360,AB4,Medicine Hat,0,0,0,20190114,0,0,20070112,698.7,56.04,,,7.96,,,9.66,1.37,,0,0,,,,,,0370635,3,0,,524.3,18515.48,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
SEAL,OTHER,Vertical,WABAMUN GRP,,DISPOSAL,20070120,1450,0,100/11-07-082-15W5/02,20070126,BEAVER DRILLING LTD.,81,20181101,,Suspended Water Disposal,559.61,167.4,PRIMARY,Ib,809.5,729,,,0,,YES,280,AB7,Athabasca/Peace River,0,0,0,,0,0,20070124,721.5,,,,,,,,,,0,201557.7,0,,,,,0370968,10,0,0,0,0,,1267759.8,2237,134,2402,2585,3457,228,3685,2613,2268,149,2762,6264,165
SEAL,OTHER,Vertical,WABAMUN GRP,,,20070120,1450,0,100/11-07-082-15W5/00,20070126,BEAVER DRILLING LTD.,,,,Abandoned Zone,559.61,167.4,PRIMARY,Ib,,,,,,,YES,280,AB7,Athabasca/Peace River,,,,,,,20070124,721.5,,,,,,,,,,,,,,,,,0370968,10,,,,,,,2237,134,2402,2585,3457,228,3685,2613,2268,149,2762,6264,165
MAJEAU,NEW POOL WILDCAT,Deviated,BANFF FM,,,20070222,1250.1,1243.26,100/15-26-057-04W5/00,20070228,TEMPCO DRILLING LTD,5,,20090301,Abandoned Crude Oil,130.79,514.5,PRIMARY,,1092,1087,,,19.498413,,YES,360,AB5,Calgary/Edmonton,0,323.29626,19.498413,20120603,3.1,51.4,20070226,641.6,,5.31,326.14,,0.33,5.48,5.31,0.33,,0,0,,,,,,0373387,1,0,,0,0,,0,1299,32,1345,1392,1937,54,1991,1407,1313,33,1440,1837,46
ARMADA,DEVELOPMENT,Deviated,SHUNDA FM,ARMADA BOW ISLAND X,,20070611,1320,1264.4,100/11-08-017-19W4/00,20070618,ARTISAN CORPORATION,2,,20090101,Abandoned Gas,520.02,327.6,PRIMARY,,1060,1058.5,,,43518.02,BOW ISLAND X,,280,AB3,Calgary/Edmonton,0,2824.125,0,20141008,0,449,20070617,843.4,426.19,,2.54,100.49,,15.66,73.48,17.33,,0,0,,,,,,0375229,4,0,,7147.3,252404.52,,0,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
MICHICHI,DEVELOPMENT,Vertical,2490,,,20070623,1367,0,102/10-09-031-18W4/00,20070628,PRECISION DRILLING CORPORATION,,,,Abandoned,467,418.7,PRIMARY,,,,,,,,,140,AB3,Calgary/Edmonton,,,,20070628,,,20070626,881.3,,,,,,,,,,,,,,,,,0376456,,,,,,,,4415,784,5136,4818,10736,1341,12077,4740,4352,871,5611,28824,721
HUSSAR,DEVELOPMENT,Vertical,MEDICINE HAT SD,,,20071027,857,0,100/05-32-024-20W4/00,20071116,TECHNICOIL CORPORATION,,,,Abandoned,446.2,451.4,PRIMARY,,,,,,,,YES,140,AB3,Calgary/Edmonton,,,,20210302,,,20071116,893.6,,,,,,,,,,,,,,,,,0376906,1,,,,,,,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
CHIN COULEE,DEEPER-POOLTEST,Deviated,LIVINGSTONE FM,CHIN COULEE SAWTOOTH G,,20070601,1005,996.17,102/11-25-007-15W4/00,20070607,AKITA DRILLING LTD,2,,20120701,Abandoned Crude Oil,540.88,355,PRIMARY,,979.5,978,983.66,LIVINGSTONE FM,25450.594,SAWTOOTH G,,360,AB3,Medicine Hat,0,237246.62,25073.701,20160201,3986.4,37719.2,20070605,891.5,4.38,63.33,335.75,2.06,6.58,176.83,64.09,6.94,,0,0,,32,3,7758,32,0377403,1,0,,61.9,2185.9778,,0,118,101,153,133,79,203,282,55,52,116,171,1300,35
NEWBROOK,DEVELOPMENT,Deviated,WABAMUN GRP,,,20070730,758,750.33,103/16-27-061-19W4/02,20070802,PRECISION DRILLING CORPORATION,7,,20090701,Abandoned Zone Gas,505.03,198.8,PRIMARY,,707,700,,,1602.5552,,,140,AB5,Athabasca/Peace River,0,0,0,20150226,0,0,20070802,700,142.07,,,18.35,,,24.49,3.16,,0,0,,,,,,0379314,5,0,,263.2,9294.82,,0,2460,11,2539,2589,3906,18,3924,2657,2528,12,2669,3000,79
NEWBROOK,DEVELOPMENT,Deviated,WABAMUN GRP,,,20070730,758,750.33,103/16-27-061-19W4/03,20070802,PRECISION DRILLING CORPORATION,19,,20110101,Abandoned Gas,505.03,198.8,PRIMARY,,667,648,,,6846.1743,,,140,AB5,Athabasca/Peace River,0,144.66565,0,20150226,0,23,20070802,700,141.08,,1.56,47.14,,1.56,24.32,8.13,,0,0,,,,,,0379314,5,0,,1124.4,39707.812,,0,2460,11,2539,2589,3906,18,3924,2657,2528,12,2669,3000,79
NEWBROOK,DEVELOPMENT,Deviated,WABAMUN GRP,,,20070730,758,750.33,103/16-27-061-19W4/00,20070802,PRECISION DRILLING CORPORATION,1,,20081201,Abandoned Zone Gas,505.03,198.8,PRIMARY,,727.5,726.5,,,661.8456,,,140,AB5,Athabasca/Peace River,0,271.71982,0,20150226,0,43.2,20070802,700,79.94,,3.92,62.93,,8.77,13.78,10.85,,0,0,,,,,,0379314,5,0,,108.7,3838.7043,,0,2460,11,2539,2589,3906,18,3924,2657,2528,12,2669,3000,79
PEMBINA,NEW POOL WILDCAT,Vertical,EDMONTON GRP,PEMBINA LOWER EDMONTON C2C,,20070815,483,0,102/08-24-049-08W5/00,20070817,ARTISAN CORPORATION,11,,20120801,Abandoned Gas,508.7,380.8,PRIMARY,,441,430,409.3,LOWER EDMONTON,19822.488,LOWER EDMONTON C2C,,140,AB5,Drayton Valley/Grande Prairie,0,0,0,20140901,0,0,20070817,885.4,276.16,,,76.66,,,47.61,13.22,,0,0,,,,,,0379716,1,0,,3255.6,114970.43,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
HUSSAR,DEVELOPMENT,Vertical,MEDICINE HAT SD,HUSSAR COMMINGLED MFP9501,,20071023,927,0,100/09-32-025-20W4/00,20071113,TECHNICOIL CORPORATION,5,,20230501,Flowing Gas,579.2,381,PRIMARY,,895,890,,,3325.0586,EDMONTON K,YES,140,AB3,Calgary/Edmonton,0,2.5159242,0,,0,0.4,20071113,956.2,104,,1.26,0.35,,0.04,17.93,0.06,,0,0,,256,4,9138,37,0380554,1,0,,546.1,19285.34,,0,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
TINDASTOLL,DEVELOPMENT,Vertical,BELLY RIVER GRP,,,20071218,812,0,100/07-13-036-01W5/00,20071231,CALMENA ENERGY SERVICES OPERATING CORP.,,,,Abandoned,511.79,407.2,PRIMARY,,,,,,,,,140,AB5,Calgary/Edmonton,,,,20200323,,,20071230,915.2,,,,,,,,,,,,,,,,,0381739,,,,,,,,685,252,831,754,1078,461,1539,626,579,292,918,6300,146
HOTCHKISS,NEW FIELD WILDCAT,Deviated,MUSKEG FM,HOTCHKISS SLAVE POINT F,,20071212,2640,2592.18,100/02-15-096-06W6/02,20080104,PANTERA DRILLING INC,72,,20081201,Abandoned Crude Oil,583.24,408.7,PRIMARY,,2576,2504,2608.65,MUSKEG FM,403.8648,SLAVE POINT F,,280,AB7,High Level,0,944.72955,139.00482,20150308,22.1,150.2,20080101,986.4,11.42,1.12,13.32,10.94,0.89,2.78,3.09,2.78,,0,0,,4,6,22000,88,0386273,2,0,,43.5,1536.188,,0,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
HOTCHKISS,NEW FIELD WILDCAT,Deviated,MUSKEG FM,,,20071212,2640,2592.18,100/02-15-096-06W6/00,20080104,PANTERA DRILLING INC,,,,Abandoned Zone,583.24,408.7,PRIMARY,,,,2608.65,MUSKEG FM,,,,280,AB7,High Level,,,,20150308,,,20080101,986.4,,,,,,,,,,,,,,,,,0386273,2,,,,,,,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
EVI,NEW POOL WILDCAT,Vertical,BANFF FM,,,20080203,431,0,100/02-07-087-10W5/00,20080206,TRINIDAD DRILLING LTD.,96,,20081201,Abandoned Gas,390.48,166.9,PRIMARY,,246,150.5,,,1334.042,,,140,AB7,Athabasca/Peace River,0,845.97955,0,20130322,0,134.5,20080205,552.3,170.28,,368.31,84.1,,13.64,29.36,14.5,,0,0,,,,,,0386871,5,0,,219.1,7737.4434,,0,921,1161,1238,1004,108,2017,2125,81,77,1266,1347,12105,317
PROVOST,OUTPOST,Vertical,PALEOZOIC ERA,,,20080519,865,0,102/02-22-038-03W4/00,20080524,CHAMPION DRILLING INC.,3,,20081201,Abandoned Zone Crude Oil,385.1,299.2,PRIMARY,,756,753.5,841.83,WOODBEND GRP,3954.4397,,YES,360,AB4,Medicine Hat,0,784.3394,241.52873,20171128,38.4,124.7,20080522,680.9,181.97,3.95,10.91,165.21,0.47,1.96,35.32,28.95,,0,0,,,,,,0396438,2,0,,609.8,21534.883,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,OUTPOST,Vertical,PALEOZOIC ERA,,,20080519,865,0,102/02-22-038-03W4/02,20080524,CHAMPION DRILLING INC.,2,,20100201,Abandoned Gas,385.1,299.2,PRIMARY,,661.5,659.5,841.83,WOODBEND GRP,267.90436,,YES,360,AB4,Medicine Hat,0,0,0,20171128,0,0,20080522,680.9,14.98,,,2.66,,,2.58,0.46,,0,0,,,,,,0396438,2,0,,44,1553.8453,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
HIGH RIVER,DEVELOPMENT,Horizontal,CUTBANK SS,,,20080814,3040,2488.48,100/11-07-017-28W4/00,20081015,ENSIGN DRILLING INC.,,,,Abandoned,174.88,878.1,PRIMARY,,,,,,,,YES,140,AB2,Calgary/Edmonton,,,,20200223,,,20081010,1048.8,,,,,,,,,,,,,,,,,0399339,,,,,,,,4360,18,5086,4830,10610,30,10640,5611,5068,19,5630,29654,726
PROVOST,DEVELOPMENT,Deviated,LOWER MANNVILLE FM,,,20081205,1060,1020.46,102/03-03-039-10W4/00,20081210,EXCALIBUR DRILLING LTD,,,,Abandoned,383.23,380,PRIMARY,,,,,,,,,280,AB4,Medicine Hat,,,,20190224,,,20081208,758.9,,,,,,,,,,,,,,,,,0405124,1,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,LOWER MANNVILLE FM,PROVOST COMMINGLED POOL 007,,20081210,1023,0,102/07-03-039-10W4/00,20081214,EXCALIBUR DRILLING LTD,2,,20141001,Abandoned Crude Oil,383.38,381.4,PRIMARY,Waterflood,966,964,1006.57,WINTERBURN GRP,6307.453,UPPER MANNVILLE OOO,,280,AB4,Medicine Hat,0,6489.8267,6136.9683,20190224,975.7,1031.8,20081212,764.8,2.83,13.27,4.18,0.69,1.55,2.34,13.76,1.67,,0,0,,,1,6119,33,0405172,1,0,,28,988.81067,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT SERVICE,Vertical,LEDUC FM,,,,0,0,103/03-11-040-04W4/02,,,,,,Abandoned,388.8,-388.8,PRIMARY,,,,,,,,,280,AB4,Medicine Hat,,,,,,,,664.1,,,,,,,,,,,,,,,,,0407202,,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,LEDUC FM,,,20081231,842,0,103/03-11-040-04W4/00,20090106,CAMARO DRILLING LTD.,,,,Drilled And Cased,388.8,279.3,PRIMARY,II,,,826.3,LEDUC FM,,,,280,AB4,Medicine Hat,,,,,,,20090104,664.1,,,,,,,,,,,,,,,,,0407202,,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PEMBINA,DEVELOPMENT,Horizontal,CARDIUM SD,PEMBINA CARDIUM,,20090223,2258,1348.87,100/05-34-048-07W5/00,20090309,TRINIDAD DRILLING LTD.,726,,20230401,Pumping Crude Oil,449.79,303.2,WATER FLOOD,Waterflood,2258,1531.9,,,244336.08,CARDIUM,YES,280,AB5,Drayton Valley/Grande Prairie,0,439967.88,207507.14,,32991,69949.3,20090308,747.9,228.34,731.18,182.37,2.84,9.94,56.27,770.55,10.43,,0,0,,,5,,52,0409026,,0,,6048.7,213607.83,,0,236965,53255,261848,290001,294321,215330,509651,234938,208593,85746,320684,1042068,24883
PROVOST,DEEPER-POOLTEST,Vertical,PALEOZOIC ERA,PROVOST COMMINGLED POOL 026,,20090227,865,0,100/08-20-038-03W4/00,20090304,ENCORE CORING & DRILLING INC.,1,,20090801,Abandoned Crude Oil,377.5,307.8,PRIMARY,,829,828,,,1419.5902,LLOYDMINSTER V2V,,360,AB4,Medicine Hat,0,21023.064,1418.9813,20171129,225.6,3342.4,20090302,682.3,0.04,14.14,171.43,0.12,5.85,119.29,14.15,5.87,,0,0,,,2,,,0409452,1,0,,0.1,3.5314667,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,RE-ENTRY,Vertical,IRETON FM,PROVOST COMMINGLED MFP9515,,20090428,850.1,0,100/08-07-037-01W4/02,20090502,,2,,20110301,Abandoned Gas,454.4,241.8,PRIMARY,,677,675,,,1351.6993,BELLY RIVER DD,,140,AB4,Medicine Hat,0,75.47773,0,20190115,0,12,20090502,691,40.78,,2.83,0.82,,2.52,7.03,0.14,,0,0,,,2,,,0410113,1,0,,222,7839.856,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
CARROT CREEK,NEW POOL WILDCAT,Vertical,OLDMAN FM,,,20090719,1066,0,102/14-16-053-12W5/00,20090723,TRINIDAD DRILLING LTD.,,,,Abandoned,430.5,433.3,PRIMARY,,,,,,,,,140,AB2,Drayton Valley/Grande Prairie,,,,20100804,,,20090722,860.5,,,,,,,,,,,,,,,,,0411119,3,,,,,,,11530,1728,13017,12844,19830,4217,24047,12534,11289,1956,14490,60052,1487
GRAND FORKS,NEW POOL WILDCAT,Vertical,GROTTO MBR,,,20091102,1321,0,102/14-05-012-13W4/00,20091110,ENSIGN DRILLING INC.,,,,Abandoned,571.7,185.6,PRIMARY,,,,1272.11,ARCS MBR,,,,360,AB3,Medicine Hat,,,,20140525,,,20091109,753,,,,,,,,,,,,,,,,,0413354,3,,,,,,,1781,1166,1944,2078,1202,2313,3515,890,778,1372,2262,6293,163
HUSSAR,DEVELOPMENT,Vertical,MEDICINE HAT SD,HUSSAR COMMINGLED MFP9501,,20091121,870,0,100/11-33-024-21W4/00,20091129,TRAILBLAZER DRILLING CORP.,367,,20230501,Flowing Gas,569.79,316.7,PRIMARY,,834.5,468,,,4318.74,EDMONTON K,YES,140,AB3,Calgary/Edmonton,0,223.91727,0,,0,35.6,20091129,882.8,159.43,,2.53,0.12,,2.49,27.49,0.02,,0,0,,256,4,9138,37,0414054,5,0,,709.3,25048.693,,0,38241,1987,43394,40991,91954,3394,95348,44324,41407,2166,46490,194804,5153
PROVOST,DEVELOPMENT,Vertical,DEVONIAN SYSTEM,PROVOST ELLERSLIE D,,20091221,1050,0,102/03-27-040-12W4/00,20091229,ENCORE CORING & DRILLING INC.,4,,20140201,Abandoned Crude Oil,399.4,341,PRIMARY,,983,979,,,20441.031,ELLERSLIE D,,280,AB4,Medicine Hat,0,95446.62,19634.273,20160202,3121.6,15174.8,20091228,736.4,3.39,29.29,8.49,3.06,8.2,72.93,29.87,8.73,,0,0,,184,3,6464,34,0415413,1,0,,132.5,4679.1934,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,DEVELOPMENT,Vertical,DEVONIAN SYSTEM,PROVOST ELLERSLIE D,,20091217,1026,0,103/06-27-040-12W4/00,20091221,ENCORE CORING & DRILLING INC.,3,,20140201,Abandoned Crude Oil,399.31,337.7,PRIMARY,,977,974,,,25470.025,ELLERSLIE D,,280,AB4,Medicine Hat,0,69340.76,24710.15,20160226,3928.6,11024.3,20091220,733,3.53,34.23,4.45,3.06,10.01,79.58,34.84,10.54,,0,0,,184,3,6464,34,0415464,1,0,,124.8,4407.2705,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
MANYBERRIES,DEVELOPMENT,Deviated,RIERDON FM,,,20100915,1117,1059.82,102/06-29-005-05W4/00,20100920,CHAMPION DRILLING INC.,,,,Abandoned,486.5,466.2,,,,,1112.95,RIERDON FM,,,YES,140,AB3,Medicine Hat,,,,20201105,,,20100919,948.6,,,,,,,,,,,,,,,,,0423141,3,,,,,,,2241,599,2388,2432,2405,1783,4188,1905,1789,687,2592,5580,147
BERRY,DEVELOPMENT,Horizontal,SPARKY MBR,BERRY UPPER MANNVILLE M3M,,20101201,2092,1042.1,100/09-28-027-12W4/00,20101211,TRINIDAD DRILLING LTD.,781,,20130701,Abandoned Crude Oil,448.7,318.9,PRIMARY,,2056.7,1275.8,,,5173.903,UPPER MANNVILLE M3M,YES,140,AB3,Medicine Hat,0,3370.0806,3323.5361,20140414,528.4,535.8,20101209,763.3,23.75,14.4,14.85,1.86,1.36,1.94,18.49,1.68,,0,0,,16,5,8664,36,0425932,,0,,303.9,10732.127,,0,2633,221,3133,2835,5012,368,5380,3123,2912,239,3362,18657,500
PROVOST,OUTPOST,Horizontal,VIKING FM,PROVOST VIKING T8T,,20110104,2157,869.23,100/04-11-040-14W4/00,20110118,EXCALIBUR DRILLING LTD,1040,,20150501,Abandoned Crude Oil,394.39,333.1,PRIMARY,,2157,1117,,,4090.8298,VIKING T8T,YES,140,AB5,Medicine Hat,0,1700.1359,3555.6301,20171128,565.3,270.3,20110115,723.1,30.02,10.29,53.73,0.19,1.15,0.1,15.47,1.18,,0,0,,9050,1,5467,33,0426742,,0,,87.9,3104.1592,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
TWINING,DEVELOPMENT,Horizontal,PEKISKO FM,TWINING COMMINGLED POOL 001,,20110104,3086,1697.79,102/14-29-030-24W4/00,20110128,TERROCO DRILLING COMPANY,1168,,20170301,Suspended Crude Oil,326.51,588.4,PRIMARY,,3086,1918.5,,,40777.484,UPPER MANNVILLE O,YES,140,AB3,Calgary/Edmonton,0,75004.11,4323.6157,20180919,687.4,11924.7,20110123,910.3,586.19,34.5,378.1,157.19,1.19,32.28,135.57,28.29,,0,0,,,13,,,0427475,,0,,5987.1,211432.44,,0,14263,4708,17327,15758,19583,8239,27822,13819,12619,5276,19095,120360,3064
