Field,Lahee Classification,Well Trajectory,Projected Formation,Producing Formation,Type,Spud Date,Total Well Depth (mKB),True Vertical Depth (m TVD),UWI,Rig Release Date,Drilling Contractor Name,Completion Length (m),Last Injection Date,Last Production Date,Full Status,Base Of Groundwater Protection Elev. (m above sea level),Base Of Groundwater Protection Depth (mKB),Recovery Mechanism,Scheme Sub Type,Completion Bottom (mKB),Completion Top (mKB),Deepest Form. Depth (mKB),Deepest Form. Name,Cum. BOE (bbl),Geological Formation,Fractured Well Flag,EDCT,PSAC Area Code,LLR Abandonment Area,Cum. Gas Injection - E3M3 (e3m3),Cum. Water Production (bbl),Cum. Oil Production (bbl),Surface Aband. Date,Cum. Oil Production (m3),Cum. Water Production (m3),Final Drill Date,Ground Elevation (m above sea level),Initial 3Mth Prod. Gas (Mcf/d),Initial 3Mth Prod. Oil (BBL/d),Initial 3Mth Prod. Water (BBL/d),Last 3Mth Prod. Gas (Mcf/d),Last 3Mth Prod. Oil (BBL/d),Last 3Mth Prod. Water (BBL/d),Initial 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. BOE (BOE/d),Last 3Mth Prod. Condensate (BBL/d),Cum. Condensate Production (bbl),Cum. Water Injection - M3 (m3),Cum. Co2 Injection (e3m3),Oil Pool  Area Pool Ha (ha),Oil Pool Average Pay Thickness (m),Oil Pool Initial Pressure (kpa),Oil Pool Temperature (ºC),Licence,Perforation Count,Cum. Condensate Production (m3),Cum. CO2 Injection (mcf),Cum. Gas Production (e3m3),Cum. Gas Production (mcf),Initial 3Mth Prod. Condensate (BBL/d),Cum. Water Injection - BBL (bbl),Cumulative Marketable Production (e3m3),Initial Est Mkt Gas Reserves Associated And Nonassociated (e3m3),Initial Established Marketable Gas Reserves Solution (e3m3),Initial Established Marketable Gas Reserves Total (e3m3),Initial Gas In Place Associated And Non Associated Gas (e3m3),Initial Gas In Place Solution Gas (e3m3),Initial Gas In Place Total Gas (e3m3),Initial Producible Gas Associated And Non Associated Gas (e3m3),Initial Producible Gas Cumulative Raw Production (e3m3),Initial Producible Gas Solution Gas (e3m3),Initial Producible Gas Total Gas (e3m3),Remaining Energy Content (TJ),Remaining Established Marketable Gas (e3m3)
LLOYDMINSTER,DEVELOPMENT,Vertical,LLOYDMINSTER MBR,LLOYDMINSTER COMMINGLED POOL 012,,19990801,649,0,100/10-24-050-02W4/00,19990804,TRI-CITY DRILLING INC.,8,,20020501,Abandoned Crude Oil,544,124.4,PRIMARY,,594,586.5,,,9323.667,MCLAREN W,,BWL,AB4,Medicine Hat,0,37374.684,9198.849,20050531,1462.5,5942.1,19990803,665.6,2.85,36.81,29.07,0.23,2.68,20.07,37.3,2.72,,0,0,,,4,2508,22,0224882,2,0,,20.5,723.9507,,0,6083,2751,7123,6404,6800,4654,11454,4589,4372,2904,7493,37597,1040
WAINWRIGHT,NEW POOL WILDCAT,Deviated,DEVONIAN SYSTEM,,,19990813,680,662.43,100/05-28-046-06W4/00,19990818,TRI-CITY DRILLING INC.,,,,Abandoned,459.67,174.4,PRIMARY,,,,,,,,,BWL,AB4,Medicine Hat,,,,20211014,,,19990817,629.3,,,,,,,,,,,,,,,,,0224939,1,,,,,,,7807,989,8557,8223,10853,1973,12826,7963,7568,1042,9005,27130,750
ETZIKOM,RE-ENTRY,Vertical,MISSISSIPPIAN SYSTEM,,,19990925,983.3,0,100/05-26-007-09W4/04,19990929,,,,,Abandoned,506.82,347.7,PRIMARY,,,,,,,,YES,BWL,AB3,Medicine Hat,,,,20050716,,,19990927,850.8,,,,,,,,,,,,,,,,,0225078,3,,,,,,,1625,,1644,1712,2180,,2180,1731,1644,,1731,672,19
ETZIKOM,RE-ENTRY,Vertical,MISSISSIPPIAN SYSTEM,,,19990925,983.3,0,100/05-26-007-09W4/03,19990929,,,,,Abandoned Zone,506.82,347.7,PRIMARY,,,,,,,,YES,BWL,AB3,Medicine Hat,,,,20050716,,,19990927,850.8,,,,,,,,,,,,,,,,,0225078,3,,,,,,,1625,,1644,1712,2180,,2180,1731,1644,,1731,672,19
ETZIKOM,RE-ENTRY,Vertical,MISSISSIPPIAN SYSTEM,ETZIKOM SUNBURST B,,19990925,983.3,0,100/05-26-007-09W4/02,19990929,,2,,20050201,Abandoned Zone Gas,506.82,347.7,PRIMARY,,927.7,925.5,,,25052.71,SUNBURST B,YES,BWL,AB3,Medicine Hat,0,1898.8939,0,20050716,0,301.9,19990927,850.8,110.85,,5.05,0.31,,2.67,19.11,0.05,,0,0,,,,,,0225078,3,0,,4114.6,145305.73,,0,1625,,1644,1712,2180,,2180,1731,1644,,1731,672,19
HOTCHKISS,DEVELOPMENT,Deviated,GILWOOD MBR,HOTCHKISS COMMINGLED POOL 002,,19991007,2191,2177.84,102/03-13-093-01W6/00,19991026,KINNELL DRILLING LTD.,6,,20021001,Abandoned Crude Oil,530.79,222.6,PRIMARY,,2148.5,2143,2121.5,GILWOOD MBR,33797.79,GILWOOD B,,BWL,AB7,High Level,0,72749.21,28792.238,20041003,4577.6,11566.2,19991023,749.4,43,138.48,4.59,19.38,1.85,87.97,145.89,5.19,,0,0,,234,11,16429,77,0226888,8,0,,822.1,29032.188,,0,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
HOTCHKISS,DEVELOPMENT,Vertical,GILWOOD MBR,HOTCHKISS GILWOOD C,,19991026,2195,0,100/06-05-093-25W5/00,19991118,344259 ALBERTA LTD,3,,20011001,Abandoned Crude Oil,499.72,265.3,PRIMARY,,2152,2149,2141,GILWOOD MBR,37558.695,GILWOOD C,,BWL,AB7,High Level,0,682446.4,33683.824,20020815,5355.3,108500.3,19991115,760.5,54.46,140.12,308.69,44.99,7.64,972.86,149.51,15.4,,0,0,,134,7,20862,77,0227135,2,0,,636.4,22474.254,,0,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
EASTMONT,NEW POOL WILDCAT,Vertical,LIVINGSTONE FM,,,19991010,2629,0,100/04-21-011-27W4/00,19991104,MONTERO OILFIELD SERVICES LTD,,,,Abandoned,399.79,605.1,PRIMARY,,,,,,,,,BWL,AB2,Calgary/Edmonton,,,,19991209,,,19991031,1000,,,,,,,,,,,,,,,,,0227282,,,,,,,,5740,9,6462,6083,9488,17,9505,6830,6453,9,6839,28061,722
PROVOST,DEVELOPMENT,Vertical,MANNVILLE GRP,PROVOST LLOYDMINSTER S3S,,19991025,858,0,103/05-31-039-02W4/00,19991028,PRECISION DRILLING CORPORATION,1,,20081101,Abandoned Crude Oil,352.9,340.1,WATER FLOOD,Waterflood,781,780,,,131536.89,LLOYDMINSTER S3S,,BWL,AB4,Medicine Hat,0,1607579.4,129840.56,20210924,20643,255584.7,19991027,689.5,2.17,45.36,11.58,3.03,6.69,518.27,45.73,7.21,,0,0,,78,2,3548,28,0227480,2,0,,278.6,9838.666,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
ARMADA,DEVELOPMENT,Vertical,BOW ISLAND SD,ARMADA COMMINGLED POOL 004,,19991021,995.8,0,100/12-35-016-19W4/00,19991030,MID-WEST DRILLING LTD,15,,20050601,Abandoned Gas,521.5,316.3,PRIMARY,,995,980.2,,,253521.17,BOW ISLAND B,,BWL,AB3,Calgary/Edmonton,0,7837.7334,0,20181022,0,1246.1,19991029,833.8,845.6,,2.46,417.14,,5.58,145.87,72.03,0.11,6.918792,0,,,,,,0227689,,1.1,,41636.6,1470382.6,0.08,0,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
ARMADA,DEVELOPMENT,Vertical,BELLY RIVER GRP,ARMADA BELLY RIVER A,,19991030,439.8,0,103/10-32-016-19W4/00,19991101,MID-WEST DRILLING LTD,16,,20190601,Abandoned Gas,512.9,331.6,PRIMARY,,439,423,,,45808.625,BELLY RIVER A,,BWL,AB3,Calgary/Edmonton,0,39.62581,0,20191105,0,6.3,19991101,840.5,93.65,,0.04,16.76,,0.37,16.16,2.91,0.02,0.62898105,0,,,,,,0227906,,0.1,,7523.4,265686.38,0.01,0,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
REDWATER,DEVELOPMENT,Vertical,MANNVILLE GRP,REDWATER D-1 E,,19991103,900.5,0,100/02-04-059-22W4/00,19991108,TEMPCO DRILLING LTD,6,,20050901,Abandoned Zone Gas,403.9,234.5,PRIMARY,,835.5,830,830,WABAMUN GRP,32834.117,D-1 E,YES,BWL,AB5,Calgary/Edmonton,0,43110.992,0,20150226,0,6854.1,19991107,634.2,579.14,,43.15,60.31,,150.96,99.85,10.4,,0,0,,,,,,0227915,8,0,,5392.6,190437.88,,0,7513,5219,9404,8642,7416,10296,17712,4427,4185,6561,10988,84953,1891
REDWATER,DEVELOPMENT,Vertical,MANNVILLE GRP,REDWATER UPPER MANNVILLE OOO,,19991103,900.5,0,100/02-04-059-22W4/02,19991108,TEMPCO DRILLING LTD,13,,20060801,Abandoned Gas,403.9,234.5,PRIMARY,,724,711.5,830,WABAMUN GRP,30278.674,UPPER MANNVILLE OOO,YES,BWL,AB5,Calgary/Edmonton,0,11902.838,0,20150226,0,1892.4,19991107,634.2,639.44,,2.16,4.3,,13.11,110.25,0.74,,0,0,,,,,,0227915,8,0,,4972.9,175616.31,,0,7513,5219,9404,8642,7416,10296,17712,4427,4185,6561,10988,84953,1891
HOTCHKISS,DEVELOPMENT,Vertical,BLUESKY FM,HOTCHKISS BLUESKY O,,19991118,762.6,0,100/06-13-093-01W6/00,19991121,TRI-CITY DRILLING INC.,5,,20011001,Abandoned Gas,533.4,219.8,PRIMARY,,762.6,758,,,62917.95,BLUESKY O,,BWL,AB7,High Level,0,2529.762,0,20041003,0,402.2,19991121,749.5,1388.63,,1.81,111.28,,2.97,239.42,19.19,,0,0,,,,,,0228570,,0,,10333.5,364924.1,,0,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
HIGH RIVER,NEW POOL WILDCAT,Deviated,CROSSFIELD MBR,HIGH RIVER CUTBANK A,,19991125,3230,3228.05,100/05-17-017-29W4/00,20000108,JOMAX DRILLING (1988) LIMITED,7,,20080301,Abandoned Zone Gas,117.78,987.1,PRIMARY,,2646,2639,2637.15,CUTBANK SS,12351.624,,YES,BWL,AB2,Calgary/Edmonton,0,59.12422,0,20200211,0,9.4,20000101,1099.5,998.31,,0.14,42.53,,0.42,172.5,7.36,0.03,19.498413,0,,,,,,0228783,11,3.1,,2025.4,71526.33,0.38,0,4360,18,5086,4830,10610,30,10640,5611,5068,19,5630,29654,726
HIGH RIVER,NEW POOL WILDCAT,Deviated,CROSSFIELD MBR,,,19991125,3230,3228.05,100/05-17-017-29W4/02,20000108,JOMAX DRILLING (1988) LIMITED,,,,Abandoned,117.78,987.1,,,,,2637.15,CUTBANK SS,,,YES,BWL,AB2,Calgary/Edmonton,,,,20200211,,,20000101,1099.5,,,,,,,,,,,,,,,,,0228783,11,,,,,,,4360,18,5086,4830,10610,30,10640,5611,5068,19,5630,29654,726
CECIL,NEW POOL WILDCAT,Deviated,DEBOLT FM,,,20000121,1715,1684.23,100/14-29-083-08W6/00,20000207,CAYMAN VENTURES LTD.,,,,Abandoned,373.61,295.5,PRIMARY,,,,1584.25,KISKATINAW FM,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20000212,,,20000201,664.6,,,,,,,,,,,,,,,,,0228840,,,,,,,,4971,1933,5715,5382,5252,3617,8869,4049,3782,2137,6186,28923,744
HIGH RIVER,NEW POOL WILDCAT,Deviated,CROSSFIELD MBR,,,19991215,2820,2764.74,100/01-08-017-29W4/02,20000207,PRECISION DRILLING CORPORATION,,,,Abandoned,117.44,964,PRIMARY,,,,2748.81,LIVINGSTONE FM,,,YES,BWL,AB2,Calgary/Edmonton,,,,20200131,,,20000126,1081.4,,,,,,,,,,,,,,,,,0229550,5,,,,,,,4360,18,5086,4830,10610,30,10640,5611,5068,19,5630,29654,726
HIGH RIVER,NEW POOL WILDCAT,Deviated,CROSSFIELD MBR,HIGH RIVER SAWTOOTH B,,19991215,2820,2764.74,100/01-08-017-29W4/00,20000207,PRECISION DRILLING CORPORATION,3,,20010501,Abandoned Zone Crude Oil,117.44,964,PRIMARY,,2740.5,2738,2748.81,LIVINGSTONE FM,10109.223,,YES,BWL,AB2,Calgary/Edmonton,0,429.5941,8497.534,20200131,1351,68.3,20000126,1081.4,57.15,47.69,1.25,14.97,12.48,3.74,57.54,15.06,,0,0,,64,2,29810,70,0229550,5,0,,264.7,9347.792,,0,4360,18,5086,4830,10610,30,10640,5611,5068,19,5630,29654,726
VALHALLA,NEW POOL WILDCAT,Vertical,CADOTTE MBR,,,20000114,1280,0,100/04-02-074-09W6/00,20000123,PRECISION DRILLING CORPORATION,,,,Abandoned,262.78,465.6,PRIMARY,,,,,,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20000204,,,20000122,724.3,,,,,,,,,,,,,,,,,0230868,,,,,,,,38244,14064,48026,42268,48880,26122,75002,37270,33962,15884,53154,403376,9782
PROVOST,DEVELOPMENT,Vertical,JOLI FOU FM,PROVOST COMMINGLED MFP9515,,20000104,937,0,100/03-04-034-08W4/00,20000106,TRI-CITY DRILLING INC.,2,,20000901,Abandoned Crude Oil,325.5,462.5,PRIMARY,,892,890,,,494.582,BELLY RIVER DD,YES,BWL,AB3,Medicine Hat,0,1832.2219,291.21823,20060320,46.3,291.3,20000106,784.4,13.06,3.1,16.37,2.64,1.49,4.88,5.35,1.95,,0,0,,,2,,,0231464,1,0,,33.4,1179.5099,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
LOON,NEW FIELD WILDCAT,Deviated,PRECAMBRIAN SYSTEM,LOON GRANITE WASH MM,,20000303,1540,1501.45,100/16-28-086-10W5/00,20000318,CENALTA ENERGY SERVICES INC,5,,20021201,Abandoned Crude Oil,349.48,179.7,PRIMARY,,1514.6,1509.8,1521.5,PRECAMBRIAN SYSTEM,10361.041,GRANITE WASH MM,,BWL,AB7,Athabasca/Peace River,0,14648.97,10165.592,20130323,1616.2,2329,20000313,523.6,1.53,28.87,26.03,3.07,1.42,2.87,29.13,1.95,,0,0,,4,3,10380,37,0231691,3,0,,32.1,1133.6008,,0,209,356,361,237,7,954,961,5,5,408,413,6194,152
SUTTON,DEVELOPMENT,Vertical,DEBOLT FM,,,20000126,702,0,100/15-09-092-01W6/00,20000201,BLACKBIRD WELL SERVICING LTD,,,,Abandoned,505.59,143.2,PRIMARY,,,,,,,,,BWL,AB7,Drayton Valley/Grande Prairie,,,,20130129,,,20000130,645,,,,,,,,,,,,,,,,,0231729,1,,,,,,,1382,,1510,1500,2159,,2159,1634,1510,,1634,4717,128
HOTCHKISS,DEVELOPMENT,Vertical,GILWOOD MBR,,,20000128,2204,0,100/01-01-093-01W6/00,20000213,ENSIGN DRILLING INC.,,,,Abandoned,503.71,274.3,PRIMARY,,,,2092.74,SLAVE POINT FM,,,,BWL,AB7,High Level,,,,20010105,,,20000207,772.9,,,,,,,,,,,,,,,,,0231939,5,,,,,,,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
CHERRY,DEVELOPMENT,Vertical,SECOND WHITE SPECKS,CHERRY MFP8541 2WS,,20000429,624,0,100/03-08-009-12W4/00,20000502,ARTISAN CORPORATION,4,,20180801,Abandoned Gas,506.92,315,PRIMARY,,544.5,541,,,7263.253,MFP8541 2WS,YES,BWL,AB3,Medicine Hat,0,70.44588,0,20181121,0,11.2,20000502,817.8,21.94,,0.04,3.88,,0.09,3.78,0.67,,0,0,,,,,,0231979,1,0,,1192.9,42126.867,,0,82,1,96,86,190,2,192,100,95,1,101,501,14
PROVOST,NEW POOL WILDCAT,Vertical,MANNVILLE GRP,,,20000124,930,0,100/05-17-035-02W4/00,20000129,TRI-CITY DRILLING INC.,,,,Abandoned,366.8,378.3,PRIMARY,,,,,,,,,BWL,AB4,Medicine Hat,,,,20000205,,,20000127,742,,,,,,,,,,,,,,,,,0232204,,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
ABEE,DEVELOPMENT,Vertical,SECOND WHITE SPECKS,,,20000213,1402.4,0,100/12-05-061-22W4/02,20000214,,,,,Abandoned,446.62,230.4,PRIMARY,,,,,,,,,BWL,AB5,Athabasca/Peace River,,,,20000403,,,20000214,673.3,,,,,,,,,,,,,,,,,0232629,6,,,,,,,2245,1,2346,2383,3719,2,3721,2487,2345,1,2488,3843,101
WAYNE-ROSEDALE,DEVELOPMENT,Vertical,MEDICINE HAT SD,,,20000223,830,0,100/08-08-026-17W4/03,20000308,PRECISION DRILLING CORPORATION,,,,Abandoned,526.06,394.3,PRIMARY,,,,780.3,MEDICINE HAT SD,,,YES,BWL,AB3,Calgary/Edmonton,,,,20130703,,,20000308,916.5,,,,,,,,,,,,,,,,,0233258,3,,,,,,,50929,3884,61414,55222,100206,7042,107248,62136,57530,4383,66519,405796,10485
WAYNE-ROSEDALE,DEVELOPMENT,Vertical,MEDICINE HAT SD,,,20000223,830,0,100/08-08-026-17W4/00,20000308,PRECISION DRILLING CORPORATION,,,,Abandoned Zone,526.06,394.3,PRIMARY,,,,780.3,MEDICINE HAT SD,,,YES,BWL,AB3,Calgary/Edmonton,,,,20130703,,,20000308,916.5,,,,,,,,,,,,,,,,,0233258,3,,,,,,,50929,3884,61414,55222,100206,7042,107248,62136,57530,4383,66519,405796,10485
WAYNE-ROSEDALE,DEVELOPMENT,Vertical,MEDICINE HAT SD,WAYNE-ROSEDALE COMMINGLED MFP9501,,20000223,830,0,100/08-08-026-17W4/02,20000308,PRECISION DRILLING CORPORATION,7,,20060201,Abandoned Zone Gas,526.06,394.3,PRIMARY,,580,573,780.3,MEDICINE HAT SD,904.17725,EDMONTON B,YES,BWL,AB3,Calgary/Edmonton,0,0,0,20130703,0,0,20000308,916.5,174.73,,,58.92,,,30.13,10.16,,0,0,,,10,,,0233258,3,0,,148.5,5244.228,,0,50929,3884,61414,55222,100206,7042,107248,62136,57530,4383,66519,405796,10485
ROCKYFORD,DEEPER-POOLTEST,Vertical,LEDUC FM,,,20000226,2005,0,100/03-17-026-22W4/00,20000311,TRI-CITY DRILLING INC.,,,,Abandoned,499.7,379.3,PRIMARY,,,,,,,,,BWL,AB3,Calgary/Edmonton,,,,20000429,,,20000307,875.3,,,,,,,,,,,,,,,,,0234017,,,,,,,,4158,95,5258,4428,11385,274,11659,5483,5163,105,5588,40714,1100
PROVOST,DEEPER-POOLTEST,Vertical,WINTERBURN GRP,PROVOST COMMINGLED MFP9515,,20000428,1005,0,100/03-30-037-08W4/00,20000501,TRI-CITY DRILLING INC.,2,,20011101,Abandoned Gas,372.4,366.2,PRIMARY,,809,807,,,1636.6874,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,230.20708,0,20051222,0,36.6,20000430,735.1,131.17,,2.7,7.96,,2.53,24.35,3.06,1.69,153.47139,0,,,2,,,0234065,5,24.4,,243.6,8602.652,1.73,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
LLOYDMINSTER,DEVELOPMENT,Vertical,REX MBR,LLOYDMINSTER SPARKY GGG,,20000308,646,0,100/04-28-049-02W4/00,20000313,TRINIDAD DRILLING LTD.,8,,20051001,Abandoned Crude Oil,454.5,215.6,PRIMARY,,602,594.5,590,SPARKY MBR,7537.8325,SPARKY GGG,,BWL,AB4,Medicine Hat,0,4945.0493,7465.3765,20051103,1186.9,786.2,20000310,667.6,3.62,64.02,20.03,2.65,47.1,14.9,64.64,47.56,,0,0,,757,4,3902,28,0234072,2,0,,11.9,420.24454,,0,6083,2751,7123,6404,6800,4654,11454,4589,4372,2904,7493,37597,1040
PROVOST,OUTPOST,Vertical,OSTRACOD MEMBER,PROVOST COMMINGLED MFP9515,,20000224,952,0,102/11-29-035-03W4/00,20000227,TRI-CITY DRILLING INC.,98,,20230701,Pumping Gas,362.5,389,PRIMARY,,854,756,,,198563.97,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,1384.3873,0,,0,220.1,20000226,748.3,792.11,,1.31,38.46,,1.23,137.9,7.25,0.62,188.69432,0,,,2,,,0234121,3,30,,32580.7,1150576.5,1.33,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
PROVOST,OUTPOST,Vertical,OSTRACOD MEMBER,PROVOST COMMINGLED MFP9515,,20000224,952,0,102/11-29-035-03W4/02,20000227,TRI-CITY DRILLING INC.,98,,20060501,Commingled,362.5,389,PRIMARY,,854,756,,,3354.8933,BELLY RIVER DD,YES,BWL,AB4,Medicine Hat,0,99.37901,0,,0,15.8,20000226,748.3,403.32,,1.18,183.56,,1.63,69.54,31.65,,0,0,,,2,,,0234121,3,0,,551,19458.38,,0,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
ABEE,DEVELOPMENT,Vertical,SECOND WHITE SPECKS,,,20000313,557,0,102/12-05-061-22W4/00,20000316,MID-WEST DRILLING LTD,,,,Abandoned,446.62,230.5,PRIMARY,,,,,,,,YES,BWL,AB5,Athabasca/Peace River,,,,20151127,,,20000314,673.3,,,,,,,,,,,,,,,,,0234568,1,,,,,,,2245,1,2346,2383,3719,2,3721,2487,2345,1,2488,3843,101
HOTCHKISS,DEVELOPMENT,Vertical,BLUESKY FM,HOTCHKISS BLUESKY K,,20000317,775.1,0,102/07-05-093-25W5/00,20000320,SIMMONS EDECO INC.,3,,20011101,Abandoned Gas,498.79,264.2,PRIMARY,,775.1,771.9,,,45058.473,BLUESKY K,,BWL,AB7,High Level,0,223.28828,0,20020815,0,35.5,20000320,759.7,1100.92,,0.13,19.81,,1.55,189.81,3.42,,0,0,,,,,,0235154,,0,,7400.3,261339.12,,0,30721,75,32458,33018,43612,183,43795,34809,32383,83,34892,67190,1737
PROVOST,DEVELOPMENT,Vertical,BELLY RIVER GRP,,,20000318,281,0,100/04-26-034-05W4/00,20000319,55042 ALBERTA LTD.,,,,Abandoned,368.4,323.4,PRIMARY,,,,,,,,,BWL,AB3,Medicine Hat,,,,20001120,,,20000319,688.6,,,,,,,,,,,,,,,,,0235287,,,,,,,,73601,9045,81766,78125,115062,19314,134376,76673,72721,10109,86782,308750,8165
ARMADA,DEVELOPMENT,Vertical,BELLY RIVER GRP,ARMADA COMMINGLED MFP9501,,20000513,435,0,102/07-22-016-19W4/00,20000516,LAYNE CHRISTENSEN COMPANY CANADA LIMITED,20,,20010201,Abandoned Gas,511.98,342.1,PRIMARY,,435,415.5,,,372.02176,MFP8501 MILK RIVER,YES,BWL,AB3,Calgary/Edmonton,0,18.869432,0,20181022,0,3,20000516,851.6,32.73,,0.45,2.12,,0.67,5.64,0.37,,0,0,,,,,,0235766,,0,,61.1,2157.726,,0,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
ARMADA,DEVELOPMENT,Vertical,BELLY RIVER GRP,,,20000504,465,0,100/07-06-017-19W4/00,20000508,LAYNE CHRISTENSEN COMPANY CANADA LIMITED,,,,Abandoned,503.65,342.8,PRIMARY,,,,,,,,YES,BWL,AB3,Calgary/Edmonton,,,,20181022,,,20000508,843.9,,,,,,,,,,,,,,,,,0235775,1,,,,,,,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
ARMADA,DEVELOPMENT,Vertical,BELLY RIVER GRP,ARMADA COMMINGLED MFP9501,,20000508,445,0,100/03-28-016-19W4/00,20000511,LAYNE CHRISTENSEN COMPANY CANADA LIMITED,18,,20100401,Abandoned Gas,516.19,338.9,PRIMARY,,445,427.1,,,13512.731,MFP8501 MILK RIVER,,BWL,AB3,Calgary/Edmonton,0,237.75485,0,20191104,0,37.8,20000511,852.6,60.24,,0.88,11.51,,1.29,10.39,1.98,,0,0,,,,,,0235810,,0,,2219.3,78373.84,,0,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
ARMADA,RE-ENTRY,Vertical,BELLY RIVER GRP,,,20000512,1267,0,100/03-17-017-19W4/03,20000517,,2,,20011201,Abandoned Zone Gas,520.2,332.5,PRIMARY,,1087,1085.5,,,615.57117,,YES,BWL,AB3,Calgary/Edmonton,0,247.81854,0,20191105,0,39.4,20000516,849,64.89,,40.42,1.27,,1.69,11.19,0.22,,0,0,,,,,,0236548,6,0,,101.1,3570.3127,,0,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
ARMADA,RE-ENTRY,Vertical,BELLY RIVER GRP,,,20000512,1267,0,100/03-17-017-19W4/05,20000517,,1,,20090901,Abandoned Zone Gas,520.2,332.5,PRIMARY,,423,422,,,43.838898,,YES,BWL,AB3,Calgary/Edmonton,0,0,0,20191105,0,0,20000516,849,13.04,,,1.57,,,2.25,0.27,,0,0,,,,,,0236548,6,0,,7.2,254.2656,,0,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
ARMADA,RE-ENTRY,Vertical,BELLY RIVER GRP,,,20000512,1267,0,100/03-17-017-19W4/04,20000517,,,,,Abandoned Zone,520.2,332.5,PRIMARY,,,,,,,,YES,BWL,AB3,Calgary/Edmonton,,,,20191105,,,20000516,849,,,,,,,,,,,,,,,,,0236548,6,,,,,,,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
ARMADA,DEVELOPMENT,Vertical,BOW ISLAND SD,ARMADA BOW ISLAND R,,20000429,941,0,100/01-03-017-19W4/00,20000503,ARTISAN CORPORATION,19,,20120801,Abandoned Gas,521.62,316.2,PRIMARY,,941,922,,,99865.94,BOW ISLAND R,,BWL,AB3,Calgary/Edmonton,0,154.10036,0,20191104,0,24.5,20000503,833.6,533.74,,0.67,44.91,,0.18,92.13,7.91,0.17,10.063697,0,,,,,,0236592,,1.6,,16400.1,579164.06,0.11,0,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
LONG COULEE,DEVELOPMENT,Vertical,MANNVILLE GRP,LONG COULEE SUNBURST K,,20000601,1547,0,100/01-04-016-22W4/00,20000608,TRI-CITY DRILLING INC.,2,,20130801,Abandoned Crude Oil,671.17,342.9,PRIMARY,Waterflood,1523.5,1521.8,,,28890.47,SUNBURST K,,BWL,AB3,Calgary/Edmonton,0,100069.63,23294.314,20200922,3703.5,15909.8,20000606,1010.5,16.43,16.13,2.46,5.07,1.52,29.59,18.96,2.39,,0,0,,,1,12597,45,0237423,3,0,,919.1,32457.71,,0,8930,459,9250,12051,14892,1338,16230,11834,8791,604,12438,12123,320
ARMADA,DEVELOPMENT,Vertical,PAKOWKI,ARMADA COMMINGLED MFP9501,,20000622,444.5,0,102/01-06-017-19W4/00,20000625,MID-WEST DRILLING LTD,15,,20100401,Abandoned Gas,503.36,338.7,PRIMARY,,444.5,430,,,5000.07,MFP8501 MILK RIVER,YES,BWL,AB3,Calgary/Edmonton,0,18.869432,0,20191105,0,3,20000624,838.1,43.18,,0.24,5.63,,0.63,7.44,0.97,,0,0,,,,,,0237631,,0,,821.2,29000.404,,0,1307,76,1454,1396,2173,163,2336,1466,1378,83,1549,5578,147
BRUCE,NEW POOL WILDCAT,Vertical,ELLERSLIE MBR,BRUCE LOWER MANNVILLE Z,,20001008,972,0,100/09-07-046-15W4/00,20001012,PRECISION DRILLING CORPORATION,2,,20020101,Abandoned Zone Gas,398.3,311.5,PRIMARY,,960,958,958,ELLERSLIE MBR,75857.125,LOWER MANNVILLE Z,,BWL,AB5,Medicine Hat,0,1207.6437,0,20170310,0,192,20001010,705.9,702.94,,3.5,962.06,,12.44,121.2,165.87,,0,0,,,,,,0237777,5,0,,12458.6,439971.3,,0,12698,20,13356,13385,25235,32,25267,14045,13336,21,14066,24411,658
